Temparature,Humidity,Moisture,Soil_Type,Crop_Type,Nitrogen,Potassium,Phosphorous,Fertilizer
29.53037621,86.73346018,25.92995083664963,Loamy,mungbean,28,22,35,NPK
27.88352946,86.45147631,17.040431885554298,Silt,mungbean,17,17,52,Super Phosphate
28.22471276,82.35916228,28.82528353179619,Peaty,mungbean,24,23,42,NPK
29.008124,84.96089355,13.708670338737866,Clay,mungbean,28,16,46,Super Phosphate
29.75538903,86.45193297,10.37269011349906,Sandy,mungbean,21,21,38,MOP
29.78416743,85.16906976,22.93393898109261,Chalky,mungbean,34,25,60,Urea
27.8640132,80.4513142,28.250374715946716,Silt,mungbean,19,22,53,MOP
27.11026483,84.96771717,15.072497036405268,Loamy,mungbean,31,15,58,Urea
27.11030369,83.64274107,15.924833674731365,Loamy,mungbean,19,24,35,NPK
28.95451232,89.07866095,36.702686149775055,Loamy,mungbean,24,17,53,Urea
29.21780035,87.93724219,34.199663804180204,Sandy,mungbean,13,20,47,NPK
28.7420098,85.81675947,39.240831700475255,Silt,mungbean,31,16,53,NPK
29.65021184,80.29868321,35.0023231377472,Sandy,mungbean,28,23,45,Super Phosphate
27.23924995,86.404241,37.064930302693554,Clay,mungbean,31,21,37,Super Phosphate
28.95172351,81.67085323,27.36280240067764,Chalky,mungbean,33,15,60,Ammonium Sulphate
28.18837136,82.60629652,38.55713259234753,Sandy,mungbean,34,21,45,NPK
28.30041493,86.20681554,36.4893890066528,Peaty,mungbean,13,25,57,Urea
27.89636126,88.71782287,14.595625680181096,Chalky,mungbean,33,17,57,Super Phosphate
28.6899851,87.50436797,22.47683312159083,Silt,mungbean,32,22,57,NPK
27.826262300000003,88.73100226,20.417027178708956,Loamy,mungbean,23,25,59,Ammonium Sulphate
28.70562673,81.59200689,13.222488558042594,Saline,mungbean,35,18,41,DAP
28.6362812,84.61431076,30.830182888631114,Sandy,mungbean,6,24,48,MOP
28.28511547,88.4393979,15.519304139636237,Silt,mungbean,29,25,36,Ammonium Sulphate
27.60887393,86.13316408,37.829514610524015,Clay,mungbean,4,22,36,DAP
28.60901145,86.99495766,38.49843418774289,Silt,mungbean,10,22,59,Urea
29.24598976,84.80084105,11.92209013855161,Peaty,mungbean,14,21,48,Ammonium Sulphate
28.62911222,89.11480590000002,15.924911899198658,Peaty,mungbean,8,21,50,DAP
29.57329479,88.07505524,26.288479555304217,Sandy,mungbean,20,15,40,NPK
27.82684262,87.16679147,34.62761337824627,Saline,mungbean,36,22,43,MOP
29.8757015,83.14796296,20.965527526639576,Clay,mungbean,14,15,57,Urea
27.33684386,88.50229102,38.74499440377542,Saline,mungbean,11,23,60,Super Phosphate
29.83040388,89.30428305,35.022415268555434,Chalky,mungbean,10,15,59,DAP
28.2753171,82.76020821,37.565569401366496,Chalky,mungbean,7,25,60,Ammonium Sulphate
29.86860065,85.99127934,28.775474136768654,Clay,mungbean,2,15,47,Super Phosphate
29.5888162,89.9939693,24.06761060339629,Peaty,mungbean,20,22,45,Ammonium Sulphate
28.07219563,82.9116472,25.665111399616954,Sandy,mungbean,2,15,39,NPK
27.84026517,89.99615558,19.442025274222992,Sandy,mungbean,27,24,40,Urea
27.10818093,87.45126690000002,13.652920973722855,Chalky,mungbean,35,15,48,Ammonium Sulphate
27.68515114,81.94268594,10.094381422395504,Peaty,mungbean,4,25,59,Super Phosphate
29.34594634,85.60472562,33.504073405135465,Silt,mungbean,1,24,48,Urea
28.36319404,84.8593608,23.040390383470935,Silt,mungbean,36,21,43,MOP
27.65280218,89.80650642,12.982192741436858,Saline,mungbean,11,24,46,Super Phosphate
27.31372793,85.44815232,16.21068662024735,Clay,mungbean,34,19,47,DAP
27.06909959,86.89934108,25.31844687168093,Peaty,mungbean,21,18,44,Urea
28.06642822,85.91625451,16.216919584971627,Loamy,mungbean,17,20,58,NPK
27.73329078,81.13903037,22.09487017390709,Loamy,mungbean,25,21,40,NPK
27.53632932,89.92908171,32.31993032547021,Loamy,mungbean,2,18,38,DAP
29.66461594,84.28187572,20.709500877845,Peaty,mungbean,9,20,48,DAP
29.914544300000006,85.85384444,36.48355586359186,Saline,mungbean,37,25,49,MOP
28.36363858,87.59810657,38.47849792063384,Silt,mungbean,36,15,38,MOP
29.46416042,87.60890009,10.197931836236574,Peaty,mungbean,40,15,58,Urea
29.73013036,82.89166381,13.296386211854976,Loamy,mungbean,30,16,44,NPK
27.46852989,87.17649,20.958953263505187,Loamy,mungbean,1,23,59,Super Phosphate
27.77076285,87.09979549,14.716323921314794,Chalky,mungbean,9,22,48,Ammonium Sulphate
29.12939524,88.48312598,21.222117473326648,Peaty,mungbean,14,17,41,DAP
27.10606808,89.89593328,28.052118834998105,Loamy,mungbean,35,19,52,DAP
28.88078945,86.94206817,38.8363719237373,Sandy,mungbean,31,17,48,MOP
28.14720892,83.8001509,18.38576685043089,Saline,mungbean,4,20,41,DAP
29.89129144,80.14487166,30.269935765494566,Sandy,mungbean,30,25,37,MOP
27.41503453,80.98004661,16.95719772035715,Saline,mungbean,9,20,35,MOP
29.27308605,89.4875022,21.24521670206086,Peaty,mungbean,20,20,41,Ammonium Sulphate
29.65296893,88.48587386,26.594774134233045,Sandy,mungbean,37,23,50,Ammonium Sulphate
28.44524991,82.67639542,18.009839474304812,Peaty,mungbean,34,21,35,Super Phosphate
27.96235681,83.97586797,33.446886983263624,Silt,mungbean,14,15,37,Ammonium Sulphate
29.25649321,81.97952224,16.639542733873707,Peaty,mungbean,23,22,39,Urea
28.36291385,88.00989267,31.14479811570401,Sandy,mungbean,5,21,45,Ammonium Sulphate
27.62749466,86.49366929,33.776438081480734,Saline,mungbean,22,20,37,Urea
28.66086349,86.12194568,13.247903848772056,Clay,mungbean,40,17,51,Super Phosphate
29.2114218,87.11497805,20.865505276448566,Silt,mungbean,27,20,56,Super Phosphate
29.40889385,86.16063492,15.734541259468457,Sandy,mungbean,31,22,40,Urea
28.02952623,84.8845732,19.162600492958962,Peaty,mungbean,38,21,36,NPK
28.08657178,80.35005927,27.8613139029159,Loamy,mungbean,6,17,37,DAP
29.16174608,80.28038146,23.924206375822017,Peaty,mungbean,6,18,47,Super Phosphate
29.8596912,80.03499648,31.102102237961894,Silt,mungbean,24,17,44,MOP
29.06631494,83.6869203,10.044425271188743,Clay,mungbean,25,19,59,Urea
27.38538997,88.66663953,27.01019861002799,Clay,mungbean,32,21,56,Super Phosphate
27.93034941,85.42058715,11.309885404668242,Peaty,mungbean,8,18,45,Super Phosphate
29.2808618,81.8009244,11.754038294246135,Silt,mungbean,19,17,39,Urea
28.9973145,83.78911515,38.7490888569038,Clay,mungbean,39,15,37,Super Phosphate
27.92678579,86.5543196,24.628398272380878,Chalky,mungbean,33,19,37,Ammonium Sulphate
28.5474135,88.9570454,17.049146349190117,Silt,mungbean,26,17,54,DAP
29.36488409,89.1886954,12.86590529570742,Clay,mungbean,21,15,51,DAP
28.56149805,83.63802195,25.66372208435176,Peaty,mungbean,22,20,54,Super Phosphate
28.43683487,87.91332682,13.050343698877656,Peaty,mungbean,29,16,45,NPK
28.79728147,80.45744422,28.99453530440157,Silt,mungbean,4,21,40,Ammonium Sulphate
28.7275267,89.12760359,16.635543585490716,Chalky,mungbean,10,22,37,Ammonium Sulphate
27.95639663,83.52706038,32.04211731699415,Chalky,mungbean,4,19,44,NPK
28.17458662,83.69659318,31.925834245847177,Clay,mungbean,20,17,45,Super Phosphate
28.77653519,86.69133979,33.44821448666711,Saline,mungbean,23,23,45,Super Phosphate
28.438097,83.48991368,32.27805088964344,Sandy,mungbean,25,21,48,MOP
29.48439992,63.19915325,15.90743864107127,Saline,blackgram,56,15,79,DAP
26.73433965,68.13999721,17.51040202589692,Saline,blackgram,25,21,62,Ammonium Sulphate
26.27274407,62.28814857,11.33973306868624,Loamy,blackgram,42,22,61,Urea
34.03679184,67.21113844,31.083156149129938,Peaty,blackgram,42,25,73,Ammonium Sulphate
28.03644051,65.06601664,20.22259262361903,Loamy,blackgram,44,18,58,NPK
28.81460716,65.33538112,38.52882505422369,Sandy,blackgram,50,16,55,Urea
34.03619494,64.28791388,38.93055127563495,Chalky,blackgram,35,21,72,Ammonium Sulphate
33.8642935,61.57072498,30.435584075392526,Silt,blackgram,30,20,64,Ammonium Sulphate
32.84213012,68.68401492,25.845204326137072,Clay,blackgram,27,21,64,NPK
27.10053268,63.36085585,24.7322540060026,Silt,blackgram,50,17,74,Ammonium Sulphate
25.65842532,61.18235808,12.347251108866828,Chalky,blackgram,39,24,73,DAP
32.34744009,66.61452812,19.133926499301122,Saline,blackgram,57,25,67,Ammonium Sulphate
29.58949031,68.32176769,16.76837026331993,Clay,blackgram,52,19,63,Ammonium Sulphate
30.91219459,68.79427388,31.031188857729045,Sandy,blackgram,55,22,66,Super Phosphate
28.12787838,64.2097765,34.59415925475308,Chalky,blackgram,51,18,56,Urea
30.08545364,69.34811988,19.636964339824914,Clay,blackgram,36,15,66,Urea
31.74379487,62.51007687,32.8809956085388,Clay,blackgram,59,19,55,MOP
27.81326852,62.50460464,28.190386136485845,Saline,blackgram,50,23,58,Super Phosphate
32.88733849,64.59457409,25.15434096532732,Loamy,blackgram,30,25,65,Ammonium Sulphate
29.36358721,64.98742947,37.81826472035497,Silt,blackgram,20,18,62,MOP
27.82592799,67.58618829999999,13.176241134578095,Sandy,blackgram,58,15,71,Urea
28.49538735,60.44848407,25.5455911177144,Sandy,blackgram,25,24,71,DAP
27.74274761,68.53997144,31.502237266639163,Clay,blackgram,52,16,71,Super Phosphate
30.41588462,67.66323804,13.943497886404653,Clay,blackgram,40,18,63,Urea
27.3254209,69.09047809,20.222444181928704,Loamy,blackgram,20,25,60,Super Phosphate
30.28496619,61.69295127,16.460852832798093,Peaty,blackgram,48,21,61,NPK
28.56840626,61.53278622,31.357877221659297,Sandy,blackgram,49,22,68,Super Phosphate
25.36586097,66.6379724,25.5242405088916,Clay,blackgram,48,15,62,Super Phosphate
34.9466155,65.26774011,19.45807520260205,Sandy,blackgram,32,17,66,MOP
25.09737391,67.72837887,34.2392258465558,Clay,blackgram,21,22,63,Ammonium Sulphate
32.47648301,64.34848735,17.87595780097989,Clay,blackgram,20,19,72,NPK
33.86351172,68.59232289,32.68511206947956,Silt,blackgram,25,21,65,Urea
25.19857725,60.37332688,22.466833584096676,Saline,blackgram,41,21,78,Ammonium Sulphate
31.77681682,69.01852894,21.45059500315974,Loamy,blackgram,53,17,67,DAP
34.89814946,63.59948557,29.15239194435629,Silt,blackgram,39,21,60,Urea
31.74105409,68.63525428,23.43167930182006,Clay,blackgram,25,17,76,DAP
27.16159076,66.76017239,10.182057107096576,Saline,blackgram,21,19,78,MOP
26.23773129,67.88521396,16.581918542278633,Clay,blackgram,57,17,60,DAP
30.20157245,60.06534859,17.550985674081524,Saline,blackgram,56,15,75,DAP
31.55846339,67.83563765,12.757978180009289,Clay,blackgram,49,15,72,Urea
29.67892453,69.0854554,22.130378826607373,Chalky,blackgram,24,19,80,Ammonium Sulphate
27.05365239,67.7017527,14.107543332473949,Silt,blackgram,49,18,76,Super Phosphate
34.63880966,61.38597868,26.125703740377208,Silt,blackgram,28,19,68,Ammonium Sulphate
33.39438752,62.93692886,34.29607866811679,Silt,blackgram,55,21,78,Ammonium Sulphate
28.84079155,63.37230676,29.307454478658048,Sandy,blackgram,50,25,64,Urea
31.49338309,63.0563645,28.93839090865967,Silt,blackgram,34,19,80,Urea
25.54960633,63.95425534,12.293391478605752,Loamy,blackgram,20,23,68,Ammonium Sulphate
34.37329112,69.69366426,24.419999551372815,Peaty,blackgram,55,16,67,Ammonium Sulphate
34.600824700000004,63.11296779,33.14740723672594,Loamy,blackgram,23,15,70,NPK
29.43463808,64.94329356,14.120092490372521,Saline,blackgram,53,15,74,Ammonium Sulphate
29.10713092,67.90577375,18.495310728214125,Loamy,blackgram,26,16,67,Ammonium Sulphate
28.57006111,65.71765781,15.452842237924656,Sandy,blackgram,33,22,80,Super Phosphate
27.54384835,69.3478631,30.02801203776737,Silt,blackgram,37,19,79,DAP
33.04687968,68.93875631,14.63599794892735,Loamy,blackgram,33,21,75,DAP
33.95309131,69.96100028,12.39426310904749,Clay,blackgram,22,20,55,Super Phosphate
30.11873003,60.11680815,38.78948227199473,Chalky,blackgram,20,17,68,Super Phosphate
29.57812712,66.17587668,31.952820916615387,Loamy,blackgram,43,20,68,Ammonium Sulphate
27.26458947,68.01232937,21.571873458435398,Sandy,blackgram,44,22,76,MOP
31.35730791,64.24992106,27.976480356313907,Saline,blackgram,34,16,60,Urea
31.52104732,66.55723677,34.394971477928664,Clay,blackgram,21,17,72,Urea
29.39982732,64.25510719,12.274098437545481,Silt,blackgram,25,19,68,NPK
29.38400259,64.14928485,28.507061158725016,Peaty,blackgram,41,15,62,Urea
28.38686534,61.88871127,26.018554662979078,Silt,blackgram,28,23,65,MOP
28.47442276,63.53604453,22.421834424624524,Sandy,blackgram,35,15,64,Ammonium Sulphate
30.64095781,61.14508627,32.97342086244719,Chalky,blackgram,52,16,58,NPK
25.25596239,61.36669662,25.810957590828263,Chalky,blackgram,58,25,75,MOP
32.97030511,60.18122078,38.10968313199892,Clay,blackgram,34,19,66,MOP
33.66855394,66.60416867,31.230242342121947,Silt,blackgram,52,16,70,Super Phosphate
32.83963757,67.99803573,21.459631307239256,Clay,blackgram,23,19,57,Urea
27.45853567,62.90020977,11.019521439031058,Clay,blackgram,42,25,58,Super Phosphate
25.68576704,69.84354028,10.812383517258795,Clay,blackgram,37,17,62,Urea
30.0328403,64.14800537,39.080031514237476,Chalky,blackgram,44,22,75,NPK
28.20667264,68.27085245,11.522628291709454,Saline,blackgram,21,20,80,DAP
28.27265858,61.18956161,12.78475741404085,Saline,blackgram,56,16,76,DAP
28.541723600000005,64.2020154,23.48854012637822,Clay,blackgram,29,15,76,NPK
26.87187036,61.61367264,29.566470222468215,Clay,blackgram,43,20,61,Ammonium Sulphate
32.79766751,68.77994074,12.694551164589114,Chalky,blackgram,55,15,60,Super Phosphate
26.42333018,64.51136845,27.992193703024714,Saline,blackgram,44,15,63,Super Phosphate
29.79181107,63.38789228,30.236849146716168,Sandy,blackgram,29,21,67,NPK
27.44003279,67.10464369,39.1638590878742,Sandy,blackgram,47,16,63,Ammonium Sulphate
34.1262979,65.14877461,37.16667813598883,Clay,blackgram,40,17,68,Super Phosphate
30.94908189,64.23364112,29.28950604955778,Loamy,blackgram,58,15,61,Ammonium Sulphate
28.75751783,61.02701476,16.339589602437798,Loamy,blackgram,41,18,74,Ammonium Sulphate
27.24766491,66.10123083,38.864690858949416,Clay,blackgram,58,17,79,Urea
28.63005477,66.770943,13.947496065194546,Silt,blackgram,27,24,62,Ammonium Sulphate
26.41768321,63.64698302,22.08184148645954,Clay,blackgram,27,17,60,Super Phosphate
32.81705216,66.15665137,37.82749817672119,Clay,blackgram,52,20,65,DAP
29.6321052,65.91359954,23.595642356402976,Peaty,blackgram,44,25,55,MOP
33.49077065,62.73317204,28.82712416670709,Sandy,blackgram,21,24,62,NPK
31.86847286,66.74217464,31.18685900961564,Chalky,blackgram,60,22,59,MOP
30.32992227,65.62971858,14.465463222810406,Silt,blackgram,33,21,77,DAP
28.546224,66.31394098,11.8395532963372,Saline,blackgram,59,17,58,MOP
30.02629908,67.88811637,18.283944268530455,Clay,blackgram,29,17,63,DAP
31.65531175,60.13263713,20.503498363167225,Peaty,blackgram,59,18,63,Super Phosphate
30.33499674,63.54718862,20.38399088593783,Loamy,blackgram,29,15,70,NPK
33.36984395,65.67718163,17.404286110124705,Chalky,blackgram,58,16,73,Super Phosphate
31.4345059,62.99303471,17.515980211153206,Clay,blackgram,55,22,77,Super Phosphate
27.71678273,63.29103387,33.298161304220535,Peaty,blackgram,42,23,79,Ammonium Sulphate
32.63918668,61.3009051,21.59418212788383,Chalky,blackgram,44,21,77,Super Phosphate
32.7477393,67.77954584,12.497636650038967,Chalky,blackgram,38,25,62,Urea
28.05153602,63.49802189,28.888424784604652,Sandy,lentil,32,15,76,Ammonium Sulphate
19.44084326,63.27771461,17.146657917561516,Silt,lentil,13,22,61,Urea
29.84823072,60.63872613,11.118010379605682,Silt,lentil,38,20,60,DAP
21.36383757,69.92375891,38.11660390431183,Sandy,lentil,11,17,74,Urea
26.28663931,68.51966729,17.357762212083827,Chalky,lentil,37,16,71,Super Phosphate
22.17499963,62.13873825,12.265178181135592,Saline,lentil,29,18,71,NPK
26.57597546,60.97876599,13.362289814841342,Silt,lentil,2,18,72,MOP
26.58972517,66.14007674,20.528411332925863,Loamy,lentil,6,21,59,Super Phosphate
19.1345771,62.57526895,39.17251559436697,Peaty,lentil,13,20,64,NPK
28.75273118,69.15640149,12.537389266456259,Saline,lentil,8,17,58,Urea
25.78746268,60.2816298,28.489436171646112,Clay,lentil,6,20,77,NPK
23.89271875,61.78779413,10.605460328582952,Chalky,lentil,2,22,75,MOP
28.67408774,63.18832976,17.283007755443784,Saline,lentil,3,23,69,Ammonium Sulphate
28.42062847,61.77336343,12.663821442993974,Sandy,lentil,27,24,80,NPK
21.35499456,62.60136323,17.1748471027584,Peaty,lentil,39,15,78,MOP
21.12695586,63.18738532,29.094560091299265,Saline,lentil,40,17,79,DAP
24.02037872,61.62313345,16.178931390145,Loamy,lentil,37,22,62,Super Phosphate
25.40474421,65.8567539,38.286740102651294,Sandy,lentil,31,24,60,DAP
29.03017561,64.49166566,27.727304411089765,Sandy,lentil,22,22,67,DAP
20.21368219,68.65257685,38.871304652197686,Loamy,lentil,3,18,78,Ammonium Sulphate
29.19585548,68.01965728,22.92811240030108,Sandy,lentil,4,16,80,MOP
18.29783597,69.6897615,14.029717117496444,Silt,lentil,13,24,61,Urea
27.41434987,63.41785982,14.364800040126447,Sandy,lentil,12,20,66,Super Phosphate
24.84063998,60.09116626,27.866929022134503,Sandy,lentil,4,21,61,Super Phosphate
29.94413861,67.31323084,37.58566799911637,Loamy,lentil,9,21,60,MOP
25.87990287,67.55109024,26.663081532350553,Peaty,lentil,18,22,66,DAP
20.0467711,65.84395319,30.642052614807266,Peaty,lentil,32,18,56,NPK
22.99451999,66.70897237,12.913294622587266,Saline,lentil,6,15,72,DAP
25.13163619,66.92642362,10.24544308444554,Silt,lentil,15,20,77,Ammonium Sulphate
28.49584395,62.44616219,32.303981399011185,Silt,lentil,0,24,65,Urea
18.28766124,69.48515056,17.850576747999167,Loamy,lentil,30,22,79,Super Phosphate
24.38041875,61.18458224,21.99898269912212,Silt,lentil,3,16,63,Urea
21.31852148,66.43934593,21.67637363204276,Peaty,lentil,2,23,78,DAP
18.54141834,62.70637578,17.067039053678716,Saline,lentil,10,18,78,Ammonium Sulphate
25.28710601,60.85993533,14.015557265287896,Sandy,lentil,14,25,67,MOP
25.43459777,69.12613376,28.59834100164318,Saline,lentil,39,23,65,DAP
28.83600962,69.76112921,38.712624250623435,Clay,lentil,19,15,72,Urea
27.37659643,63.93927841,37.98608197586323,Loamy,lentil,18,21,57,NPK
28.31886863,60.19461399,14.41629018527669,Chalky,lentil,31,15,58,Super Phosphate
27.4818649,62.04814951,38.190933000650645,Chalky,lentil,28,25,58,Urea
18.28072173,68.10365387,23.7201394031786,Clay,lentil,5,19,65,MOP
27.61204997,69.29786244,14.043591179205354,Saline,lentil,16,19,65,DAP
23.43974653,63.22011726,33.49013640223424,Silt,lentil,34,19,65,DAP
20.95628486,63.68128841,21.54196336670475,Saline,lentil,14,19,69,Ammonium Sulphate
23.7937153,68.03209183,39.791309581765596,Peaty,lentil,22,16,55,Urea
22.6371424,65.44544859,39.58631207988581,Clay,lentil,24,17,61,Urea
21.53577883,65.47227704,34.14066636080486,Saline,lentil,2,15,79,MOP
29.87854588,65.73085206,20.044284048902114,Clay,lentil,26,17,63,MOP
25.2653291,67.10004577,10.89521930421748,Chalky,lentil,27,15,61,MOP
25.17885316,68.93307305,18.2783708316137,Silt,lentil,24,16,70,Urea
24.12192608,61.09533545,31.610513852148433,Clay,lentil,13,25,74,Super Phosphate
23.33565221,67.40460704,16.34634216804021,Silt,lentil,6,23,64,NPK
21.74600081,63.39503184,14.171848835989778,Peaty,lentil,12,23,58,Urea
27.60195453,63.46170674,20.786051155758848,Chalky,lentil,32,22,79,DAP
24.388717,62.50453062,24.689824333391023,Chalky,lentil,6,18,68,Ammonium Sulphate
24.98287462,66.895409,34.098146478442736,Silt,lentil,10,20,79,MOP
28.234829,69.3159965,14.483913563828548,Chalky,lentil,38,22,77,NPK
26.03026959,69.55863145,17.801508260156922,Loamy,lentil,17,17,74,Ammonium Sulphate
28.04849594,64.07691942,11.756419864993322,Sandy,lentil,26,24,68,Ammonium Sulphate
24.87425505,64.00213929,29.91260035628222,Sandy,lentil,23,17,75,Ammonium Sulphate
23.97081395,62.35557553,38.53128468358568,Silt,lentil,32,22,78,Urea
20.06003985,67.76252583,18.666356793894956,Peaty,lentil,19,19,79,DAP
19.59221047,61.28633405,18.52183712828451,Saline,lentil,22,18,60,NPK
29.77013109,66.29327012,27.206162090122877,Chalky,lentil,28,16,69,MOP
27.52135365,60.53657684,13.333286267441778,Saline,lentil,1,21,67,Super Phosphate
25.62896213,63.14909763,32.3870675515364,Chalky,lentil,12,23,67,Super Phosphate
20.39078312,60.47528931,22.071368464164514,Chalky,lentil,36,20,67,NPK
25.39038396,60.4989659,39.98923365846183,Loamy,lentil,28,21,70,Ammonium Sulphate
24.91079638,60.71367427,12.567536394719975,Clay,lentil,12,19,71,Ammonium Sulphate
27.70496805,63.20915034,17.787075247181182,Peaty,lentil,22,16,68,MOP
18.06486101,65.1034354,18.422234976683452,Loamy,lentil,26,22,66,DAP
18.13027797,62.45851612,14.653895288065748,Clay,lentil,16,16,65,DAP
23.82723528,67.89815262,33.13720220452889,Chalky,lentil,14,22,59,DAP
23.19305333,62.74710773,33.774569667266945,Clay,lentil,33,19,59,Super Phosphate
25.08966129,68.17543102,16.62725572659017,Peaty,lentil,21,17,63,DAP
25.86928193,61.88321072,27.8311105840724,Peaty,lentil,0,21,69,Urea
18.43966037,68.05394959,18.530426944608706,Sandy,lentil,10,17,75,Urea
27.14911056,67.02664337,38.43897465598417,Loamy,lentil,30,18,61,NPK
23.33375853,64.50515776,15.672754017504413,Sandy,lentil,0,17,74,Super Phosphate
26.7230014,62.96841833,15.296533489703513,Chalky,lentil,35,22,74,Super Phosphate
19.55750776,64.45268309,17.819278405710627,Loamy,lentil,7,24,63,MOP
26.13708256,66.7729209,13.912883048358854,Chalky,lentil,9,17,56,MOP
27.99990346,65.57653373,10.078988775885424,Sandy,lentil,14,15,74,DAP
29.05941162,62.10652364,16.050285415558317,Sandy,lentil,14,20,76,DAP
25.71269843,64.1123333,34.07197587610797,Peaty,lentil,36,16,65,MOP
21.79792649,63.73086065,27.688485853043336,Clay,lentil,28,21,67,MOP
24.70626432,60.26854183,28.43441753783446,Sandy,lentil,28,16,79,MOP
20.94981756,65.8108757,15.519163054977042,Saline,lentil,40,22,61,MOP
24.84918386,68.98088448,38.38515555740133,Silt,lentil,10,19,70,DAP
21.91041045,65.21662467,12.52614677812791,Silt,lentil,12,19,80,Ammonium Sulphate
25.93381964,68.70533022,27.485562602571054,Saline,lentil,37,20,77,MOP
29.82112112,69.4073209,19.90573346945827,Sandy,lentil,0,22,67,Ammonium Sulphate
27.52185591,63.13215259,25.850092574994306,Clay,lentil,7,25,73,DAP
27.99627907,68.6428593,38.87093860676579,Saline,lentil,10,18,56,NPK
20.76774783,63.90164154,28.154346505608384,Peaty,lentil,39,15,70,Ammonium Sulphate
23.05276444,60.424786,29.442418398247092,Peaty,lentil,26,22,56,MOP
21.65845777,63.58337146,22.328885031414888,Clay,lentil,9,17,77,MOP
26.25070298,67.62779652,15.481330336657443,Loamy,lentil,4,19,59,DAP
20.97195263,63.83179889,15.415699386314506,Peaty,lentil,34,15,73,NPK
23.89736406,66.32102048,13.40474332397222,Sandy,lentil,33,15,77,NPK
29.36792366,76.24900101,14.842548284598825,Chalky,banana,91,46,94,Urea
27.33368994,83.67675197,32.522644980678024,Silt,banana,105,50,95,Super Phosphate
27.40053601,82.96221306,34.8534525584257,Sandy,banana,108,53,92,Urea
29.3159075,80.11585705,22.88859447796073,Saline,banana,86,54,76,Ammonium Sulphate
26.05433004,79.39654531,36.8431395358447,Sandy,banana,80,49,77,DAP
25.86632408,84.42379269,27.022186259964172,Clay,banana,93,53,94,NPK
27.00932084,80.18546798,25.814669073092464,Sandy,banana,90,55,92,DAP
29.55054817,78.06762846,35.906054024086515,Chalky,banana,108,53,89,DAP
26.28845991,83.390039,15.47589801711623,Peaty,banana,108,55,88,NPK
29.16226551,76.16151562,16.156311769062427,Saline,banana,105,52,77,MOP
28.65003945,82.68752542,20.94082596024593,Clay,banana,118,52,88,DAP
29.07311132,76.50045221,22.733545358345225,Sandy,banana,101,54,87,Urea
28.08166093,75.26429821,21.00637521532896,Chalky,banana,95,50,75,DAP
27.1994597,78.80860679999998,33.45056835648088,Peaty,banana,106,53,85,Urea
28.05484146,78.04602887,23.80358162228512,Loamy,banana,86,49,95,DAP
25.14748006,83.34688193,16.5832948756253,Saline,banana,83,55,79,NPK
25.94019018,78.3422098,39.07006002140248,Chalky,banana,85,47,95,Ammonium Sulphate
27.66752761,79.68542782,31.13373203144836,Loamy,banana,109,45,79,Urea
25.56703012,75.94067692,29.005556563248724,Sandy,banana,100,45,76,Urea
28.6956201,82.54195839,28.399094036054695,Peaty,banana,117,48,86,DAP
26.33544853,76.8532006,37.40252459406518,Clay,banana,114,53,94,MOP
25.93730186,78.89864446,37.001000003970816,Silt,banana,110,50,78,NPK
25.13686519,84.88394407,37.8035688886526,Peaty,banana,94,48,70,Super Phosphate
27.50527651,80.79783998,34.97488614462313,Chalky,banana,80,47,71,Urea
26.21009246,82.34429458,37.57827513534665,Sandy,banana,114,51,79,NPK
29.10403455,79.19588629,14.38388393739086,Saline,banana,88,45,78,MOP
29.244063800000006,77.32017166,37.90634399549677,Sandy,banana,112,48,73,MOP
25.56202173,77.38229006,17.463842322428825,Silt,banana,117,47,76,NPK
26.3985515,81.36028902,29.442213387852878,Peaty,banana,111,48,87,MOP
28.09577643,77.79586769,10.880299098502494,Saline,banana,89,47,83,Urea
27.84767901,83.31110751,37.53124829506109,Saline,banana,93,47,91,MOP
27.39341554,81.4654833,10.983306047115352,Silt,banana,92,52,81,Ammonium Sulphate
25.14517635,81.38204104,21.571251303771184,Peaty,banana,105,45,74,Ammonium Sulphate
28.65456263,79.28693687,24.68597216360606,Silt,banana,102,48,71,Super Phosphate
29.16093424,76.67484233,17.69649187882804,Saline,banana,94,51,91,MOP
27.57278064,82.0638878,35.62372389594425,Clay,banana,116,47,71,Super Phosphate
25.40909896,82.36208097,20.705820792893448,Loamy,banana,117,49,79,Super Phosphate
25.99069521,83.33983116,35.24859170464978,Chalky,banana,119,55,72,DAP
26.29039046,81.06003778,21.483805597744105,Clay,banana,99,53,73,Ammonium Sulphate
29.14827211,78.71024836,22.21723354097358,Silt,banana,91,52,84,Urea
26.59743595,79.35898915,39.26371953424331,Chalky,banana,80,47,90,DAP
25.36059237,75.03193255,19.848371996168403,Clay,banana,101,48,70,NPK
29.12036889,80.18080728,18.277032001878574,Sandy,banana,108,53,89,Ammonium Sulphate
27.53911354,77.25629897,10.71698760938134,Loamy,banana,100,52,80,MOP
29.66727337,83.51014178,16.805731444472293,Peaty,banana,109,53,91,NPK
25.05802193,84.97323747,38.091690780488705,Chalky,banana,82,46,78,NPK
25.86824781,78.52399914,25.493645674875893,Saline,banana,106,55,70,MOP
25.85036988,81.95580471,31.746533792270235,Saline,banana,90,52,86,NPK
26.51682337,77.79913575,20.948992301040626,Loamy,banana,83,50,95,Super Phosphate
28.66725136,79.59242542,29.08462828905722,Sandy,banana,119,48,90,Super Phosphate
